1;1.409
2;1.683
3;3.956
4;5.500
5;6.954
6;2.705
7;0.471
8;0.256
9;0.352
10;0.437
11;1.434
12;1.941
13;1.329
14;1.448
15;2.363
16;3.368
17;1.534
18;0.490
19;0.284
20;0.000
21;0.000
22;1.372
23;1.949
24;1.004
25;2.856
26;2.411
27;1.150
28;3.007
29;3.478
30;4.272
31;1.688
32;0.606
33;0.072
34;0.203
35;0.854
36;4.208
37;0.639
38;0.947
39;6.227
40;5.443
41;7.328
42;2.178
43;0.178
44;0.140
45;0.085
46;0.472
47;0.379
48;0.338
49;4.528
50;2.616
51;3.883
52;4.411
53;3.707
54;1.331
55;0.785
56;0.582
57;1.356
58;1.006
59;4.387
60;2.478
61;5.484
62;6.516
63;5.811
64;12.287
65;6.786
66;3.807
67;0.890
68;0.017
69;0.094
70;6.831
71;5.300
72;9.017
73;0.773
74;0.988
75;1.699
76;2.105
77;4.689
78;2.626
79;1.046
80;0.684
81;0.786
82;0.371
83;0.808
84;1.580
85;3.384
86;1.711
87;6.292
88;10.035
89;7.450
90;1.771
91;0.327
92;0.094
93;0.226
94;1.399
95;1.360
96;2.070
97;1.114
98;0.508
99;1.633
100;1.963
101;3.469
102;3.234
103;1.651
104;0.756
105;0.819
106;0.469
107;1.019
108;0.886
109;3.588
110;4.365
111;5.114
112;5.808
113;7.993
114;3.537
115;1.356
116;0.370
117;0.550
118;0.750
119;2.144
120;2.807
121;1.327
122;0.621
123;2.170
124;3.736
125;7.136
126;2.016
127;0.392
128;0.000
129;0.000
130;0.141
131;1.437
132;2.380
133;2.543
134;2.836
135;13.623
136;11.002
137;5.038
138;1.386
139;0.649
140;0.824
141;0.007
142;0.505
143;3.940
144;4.925
145;7.770
146;7.389
147;5.279
148;15.623
149;9.979
150;5.674
151;1.200
152;0.420
153;0.161
154;0.399
155;0.405
156;1.072
157;1.472
158;1.365
159;2.965
160;3.571
161;3.548
162;2.795
163;1.007
164;0.212
165;0.261
166;0.829
167;3.280
168;3.562
169;4.177
170;2.880
171;4.778
172;8.577
173;8.818
174;3.009
175;1.273
176;0.110
177;0.000
178;0.216
179;0.540
180;1.771
181;1.748
182;4.059
183;2.825
184;4.746
185;5.323
186;5.875
187;1.665
188;0.829
189;0.028
190;0.953
191;1.156
192;2.263
193;1.776
194;1.294
195;2.998
196;4.796
197;3.998
198;1.701
199;1.980
200;0.701
201;0.083
202;0.000
203;0.100
204;0.996
205;1.084
206;2.408
207;3.239
208;4.624
209;3.335
210;1.913
211;0.806
212;0.689
213;0.389
214;0.115
215;1.739
216;1.535
217;2.676
218;3.423
219;6.685
220;9.650
221;6.778
222;2.080
223;0.983
224;0.216
225;0.192
226;0.000
227;0.000
228;1.125
229;2.614
230;2.262
231;6.477
232;5.319
233;4.666
234;3.223
235;2.847
236;0.606
237;0.104
238;1.112
239;1.017
240;0.683
241;1.943
242;1.372
243;6.846
244;10.507
245;3.480
246;1.985
247;0.708
248;0.038
