1;2.658
2;3.610
3;5.258
4;4.317
5;4.697
6;3.051
7;1.221
8;1.032
9;1.193
10;1.107
11;2.282
12;2.463
13;2.546
14;3.210
15;3.371
16;2.775
17;1.273
18;0.920
19;0.981
20;0.523
21;0.471
22;2.234
23;2.900
24;1.510
25;4.692
26;4.850
27;1.934
28;2.514
29;2.501
30;4.558
31;2.780
32;1.521
33;0.784
34;0.826
35;1.585
36;4.767
37;1.575
38;2.356
39;7.949
40;4.277
41;4.933
42;2.544
43;0.846
44;0.870
45;0.803
46;1.150
47;1.015
48;0.833
49;7.041
50;5.200
51;5.172
52;3.529
53;2.646
54;1.729
55;1.623
56;1.488
57;2.655
58;1.794
59;5.825
60;3.009
61;2.658
62;3.610
63;5.258
64;4.317
65;4.697
66;3.051
67;1.221
68;1.032
69;1.193
70;1.107
71;2.282
72;2.463
73;2.546
74;3.210
75;3.371
76;2.775
77;1.273
78;0.920
79;0.981
80;0.523
81;0.471
82;2.234
83;2.900
84;1.510
85;4.692
86;4.850
87;1.934
88;2.514
89;2.501
90;4.558
91;2.780
92;1.521
93;0.784
94;0.826
95;1.585
96;4.767
97;1.575
98;2.356
99;7.949
100;4.277
101;4.933
102;2.544
103;0.846
104;0.870
105;0.803
106;1.150
107;1.015
108;0.833
109;7.041
110;5.200
111;5.172
112;3.529
113;2.646
114;1.729
115;1.623
116;1.488
117;2.655
118;1.794
119;5.825
120;3.009
121;8.385
122;11.844
123;7.456
124;9.229
125;4.591
126;4.111
127;1.757
128;0.697
129;0.817
130;8.813
131;6.921
132;9.654
133;1.763
134;2.425
135;2.584
136;1.861
137;3.266
138;2.974
139;1.958
140;1.630
141;1.825
142;1.028
143;1.530
144;2.096
145;5.433
146;3.657
147;8.025
148;7.599
149;5.010
150;2.153
151;1.037
152;0.806
153;1.009
154;2.267
155;2.192
156;2.594
157;2.243
158;1.608
159;2.505
160;1.758
161;2.496
162;3.560
163;2.732
164;1.730
165;1.872
166;1.146
167;1.783
168;1.391
169;5.721
170;8.179
171;6.630
172;4.541
173;5.353
174;3.851
175;2.355
176;1.192
177;1.481
178;1.485
179;3.134
180;3.343
181;2.543
182;1.801
183;3.142
184;3.041
185;4.812
186;2.388
187;1.120
188;0.446
189;0.440
190;0.751
191;2.284
192;2.909
193;4.251
194;5.574
195;16.711
196;8.299
197;3.487
198;1.782
199;1.449
200;1.825
201;0.690
202;1.189
203;5.289
204;5.495
205;11.597
206;13.331
207;6.825
208;11.643
209;6.608
210;5.907
211;2.154
212;1.261
213;0.914
214;1.062
215;1.046
216;1.579
217;2.746
218;3.067
219;4.084
220;2.922
221;2.546
222;3.138
223;1.908
224;0.970
225;1.060
226;1.580
227;4.497
228;4.110
229;6.547
230;5.648
231;6.232
232;6.544
233;5.874
234;3.343
235;2.248
236;0.827
237;0.559
238;0.842
239;1.208
240;2.290
241;3.134
242;7.658
243;3.918
244;3.772
245;3.667
246;6.100
247;2.750
248;1.832
249;0.721
250;1.730
251;1.947
252;2.790
253;3.174
254;2.947
255;4.123
256;3.808
257;2.830
258;2.085
259;3.154
260;1.653
261;0.801
262;0.544
263;0.680
264;1.502
265;2.201
266;4.844
267;4.409
268;3.684
269;2.411
270;2.289
271;1.650
272;1.637
273;1.247
274;0.720
275;2.647
276;2.050
277;4.439
278;6.574
279;8.491
280;7.320
281;4.586
282;2.450
283;1.877
284;0.976
285;0.959
286;0.476
287;0.547
288;1.633
289;4.351
290;4.596
291;8.245
292;4.187
293;3.252
294;3.549
295;4.264
296;1.521
297;0.831
298;1.921
299;1.781
300;1.185
301;3.408
302;3.079
303;8.681
304;7.941
305;2.503
306;2.358
307;1.525
308;0.727
309;1.240
310;1.001
311;1.263
312;1.128
313;1.555
314;3.354
315;4.309
316;3.532
317;3.112
318;1.538
319;1.640
320;1.053
321;1.858
322;7.556
323;3.330
324;2.186
325;2.556
326;3.979
327;3.937
328;10.167
329;4.432
330;1.935
331;1.770
332;1.587
333;1.970
334;1.474
335;1.027
336;2.707
337;3.329
338;4.130
339;3.831
340;2.098
341;7.927
342;5.355
343;3.324
344;1.724
345;1.388
346;1.903
347;2.554
348;1.778
349;1.494
350;1.315
351;2.924
352;2.057
353;2.335
354;2.606
355;1.825
356;1.123
357;0.979
358;1.691
359;1.543
360;1.833
361;1.978
362;2.263
363;1.928
364;3.152
365;3.883
366;4.583
367;4.586
368;3.570
369;1.500
370;3.621
371;8.529
372;9.637
373;3.340
374;7.059
375;5.515
376;3.460
377;2.556
378;1.723
379;1.538
380;0.915
381;0.512
382;0.523
383;0.705
384;0.766
385;1.346
386;2.078
387;3.138
388;4.911
389;3.964
390;3.001
391;1.071
392;0.533
393;0.647
394;0.638
395;0.877
396;1.858
397;3.535
398;6.205
399;2.583
400;5.984
401;1.925
402;1.664
403;1.441
404;1.020
405;0.928
406;1.193
407;3.304
408;2.137
409;3.700
410;2.818
411;6.238
412;4.169
413;8.987
414;3.295
415;1.789
416;0.962
417;0.563
418;1.239
419;1.502
420;2.853
421;2.225
422;4.126
423;10.041
424;4.780
425;2.834
426;1.782
427;1.511
428;1.259
429;1.800
430;2.137
431;2.648
432;6.348
433;3.790
434;1.774
435;2.738
436;6.332
437;4.265
438;1.656
439;1.195
440;0.929
441;0.541
442;0.617
443;1.142
444;1.895
445;1.981
446;3.821
447;2.402
448;2.495
449;1.311
450;2.699
451;4.086
452;1.077
453;1.082
454;0.976
455;1.191
456;1.944
457;2.265
458;4.644
459;4.750
460;6.125
461;3.773
462;1.653
463;1.116
464;0.831
465;0.610
466;0.446
467;0.781
468;0.570
469;1.923
470;2.408
471;3.851
472;4.238
473;3.676
474;2.132
475;1.091
476;0.630
477;0.600
478;0.506
479;1.963
480;0.848
481;2.423
482;7.274
483;8.376
484;5.176
485;2.252
486;1.997
487;3.055
488;1.538
489;0.639
490;0.708
491;0.797
492;0.547
493;1.091
494;1.795
495;4.416
496;5.619
497;3.880
498;2.069
499;1.359
500;0.693
501;0.615
502;0.585
503;1.142
504;1.272
505;1.025
506;1.574
507;4.070
508;4.648
509;1.955
510;1.779
511;1.286
512;0.546
513;0.638
514;0.293
515;1.038
516;1.471
517;0.758
518;0.665
519;1.354
520;2.174
521;1.521
522;2.880
523;3.959
524;1.137
525;1.005
526;3.135
527;2.418
528;1.428
529;1.562
530;1.887
531;1.440
532;2.881
533;1.672
534;1.234
535;0.604
536;0.393
537;0.316
538;0.368
539;0.290
540;0.340
541;2.658
542;3.610
543;5.258
544;4.317
545;4.697
546;3.051
547;1.221
548;1.032
549;1.193
550;1.107
551;2.282
552;2.463
553;2.546
554;3.210
555;3.371
556;2.775
557;1.273
558;0.920
559;0.981
560;0.523
561;0.471
562;2.234
563;2.900
564;1.510
565;4.692
566;4.850
567;1.934
568;2.514
569;2.501
570;4.558
571;2.780
572;1.521
573;0.784
574;0.826
575;1.585
576;4.767
577;1.575
578;2.356
579;7.949
580;4.277
581;4.933
582;2.544
583;0.846
584;0.870
585;0.803
586;1.150
587;1.015
588;0.833
589;7.041
590;5.200
591;5.172
592;3.529
593;2.646
594;1.729
595;1.623
596;1.488
597;2.655
598;1.794
599;5.825
600;3.009
