241;3.408
242;3.079
243;8.681
244;7.941
245;2.503
246;2.358
247;1.525
248;0.727
249;1.24
250;1.001
251;1.263
252;1.128
253;1.555
254;3.354
255;4.309
256;3.532
257;3.112
258;1.538
259;1.64
260;1.053
261;1.858
262;7.556
263;3.33
264;2.186
265;2.556
266;3.979
267;3.937
268;10.167
269;4.432
270;1.935
271;1.77
272;1.587
273;1.97
274;1.474
275;1.027
276;2.707
277;3.329
278;4.13
279;3.831
280;2.098
281;7.927
282;5.355
283;3.324
284;1.724
285;1.388
286;1.903
287;2.554
288;1.778
289;1.494
290;1.315
291;2.924
292;2.057
293;2.335
294;2.606
295;1.825
296;1.123
297;0.979
298;1.691
299;1.543
300;1.833
301;1.978
302;2.263
303;1.928
304;3.152
305;3.883
306;4.583
307;4.586
308;3.57
309;1.5
310;3.621
311;8.529
312;9.637
313;3.34
314;7.059
315;5.515
316;3.46
317;2.556
318;1.723
319;1.538
320;0.915
321;0.512
322;0.523
323;0.705
324;0.766
325;1.346
326;2.078
327;3.138
328;4.911
329;3.964
330;3.001
331;1.071
332;0.533
333;0.647
334;0.638
335;0.877
336;1.858
337;3.535
338;6.205
339;2.583
340;5.984
341;1.925
342;1.664
343;1.441
344;1.02
345;0.928
346;1.193
347;3.304
348;2.137
349;3.7
350;2.818
351;6.238
352;4.169
353;8.987
354;3.295
355;1.789
356;0.962
357;0.563
358;1.239
359;1.502
360;2.853
361;2.225
362;4.126
363;10.041
364;4.78
365;2.834
366;1.782
367;1.511
368;1.259
369;1.8
370;2.137
371;2.648
372;6.348
373;3.79
374;1.774
375;2.738
376;6.332
377;4.265
378;1.656
379;1.195
380;0.929
381;0.541
382;0.617
383;1.142
384;1.895
385;1.981
386;3.821
387;2.402
388;2.495
389;1.311
390;2.699
391;4.086
392;1.077
393;1.082
394;0.976
395;1.191
396;1.944
397;2.265
398;4.644
399;4.75
400;6.125
401;3.773
402;1.653
403;1.116
404;0.831
405;0.61
406;0.446
407;0.781
408;0.57
409;1.923
410;2.408
411;3.851
412;4.238
413;3.676
414;2.132
415;1.091
416;0.63
417;0.6
418;0.506
419;1.963
420;0.848
421;2.423
422;7.274
423;8.376
424;5.176
425;2.252
426;1.997
427;3.055
428;1.538
429;0.639
430;0.708
431;0.797
432;0.547
433;1.091
434;1.795
435;4.416
436;5.619
437;3.88
438;2.069
439;1.359
440;0.693
441;0.615
442;0.585
443;1.142
444;1.272
445;1.025
446;1.574
447;4.07
448;4.648
449;1.955
450;1.779
451;1.286
452;0.546
453;0.638
454;0.293
455;1.038
456;1.471
457;0.758
458;0.665
459;1.354
460;2.174
461;1.521
462;2.88
463;3.959
464;1.137
465;1.005
466;3.135
467;2.418
468;1.428
469;1.562
470;1.887
471;1.44
472;2.881
473;1.672
474;1.234
475;0.604
476;0.393
477;0.316
478;0.368
479;0.29
480;0.34
